CELL_ID,strava_score_raw
다사53505300,546.7
다사53505325,546.7
다사53505350,546.7
다사53505375,3729.7
다사53505500,1455.0
다사53505525,1455.0
다사53505750,317.75
다사53505900,80.77777777777777
다사53505925,122.77777777777776
다사53754200,0.7586206896551724
다사53754500,230.0
다사53754525,234.7872340425532
다사53754625,5623.082688588008
다사53754725,67.0
다사53754825,922.0
다사53754950,426.0
다사53755075,106.75
다사53755100,106.75
다사53755225,3924.0
다사53755300,546.7
다사53755375,3729.7
다사53755750,317.75
다사53755875,42.0
다사53755900,42.0
다사53755925,122.77777777777776
다사53755950,80.77777777777777
다사54004200,0.7586206896551724
다사54004450,387.0
다사54004475,617.0
다사54004500,234.7872340425532
다사54004525,4.787234042553192
다사54004625,5623.082688588008
다사54004725,67.0
다사54004825,922.0
다사54005025,3.515151515151515
다사54005050,3.515151515151515
다사54005075,106.75
다사54005225,3924.0
다사54005300,546.7
다사54005325,546.7
다사54005350,3729.7
다사54005375,3729.7
다사54005425,216.66666666666663
다사54005575,203.7142857142857
다사54005725,317.75
다사54005750,317.75
다사54005800,42.0
다사54005825,42.0
다사54005850,42.0
다사54005875,42.0
다사54005950,80.77777777777777
다사54006150,92.1818181818182
다사54006175,92.1818181818182
다사54006200,321.8961038961039
다사54254250,217.5
다사54254275,217.5
다사54254450,230.0
다사54254475,230.0
다사54254525,4.787234042553192
다사54254625,1432.3326885880076
다사54254725,67.0
다사54254975,3.515151515151515
다사54255000,3.515151515151515
다사54255025,1032.5151515151515
다사54255050,3.515151515151515
다사54255075,3.515151515151515
다사54255200,3924.0
다사54255225,3924.0
다사54255425,216.66666666666663
다사54255450,218.4
다사54255500,218.4
다사54255575,219.5476190476191
다사54255600,718.547619047619
다사54255625,219.5476190476191
다사54255925,107.77777777777776
다사54255950,188.55555555555557
다사54255975,80.77777777777777
다사54256025,92.1818181818182
다사54256050,92.1818181818182
다사54256100,92.1818181818182
다사54256125,92.1818181818182
다사54256200,229.7142857142857
